i,j,distance
17,25,91.3753
17,26,47.1263
17,27,129.8785
17,28,121.0465
17,29,45.5089
17,30,100.9138
17,31,91.9827
17,32,124.8166
17,33,15.0975
17,34,193.2113
17,35,120.4237
17,36,121.6561
17,37,55.4804
17,38,105.4699
17,39,146.3006
17,40,184.8783
17,41,143.5191
17,42,113.3125
17,43,12.2483
17,44,114.1034
17,45,154.7177
17,46,135.6127
17,47,10.8544
17,48,194.5077
17,49,91.5520
17,50,141.0362
17,51,138.2959
17,52,158.4504
17,53,93.2677
17,54,127.3754
17,55,171.7982
17,56,89.4047
17,57,63.3811
17,58,182.3038
17,59,115.0284
17,60,130.5955
17,61,91.6604
17,62,141.1864
17,63,83.6464
17,64,160.5759
17,65,58.8839
17,66,145.8326
17,67,84.5455
17,68,192.0956
17,69,110.1703
17,70,162.7867
17,71,225.5765
17,72,90.2322
17,73,28.9707
17,74,57.7790
17,75,95.4641
17,76,65.9589
17,77,120.5076
17,78,55.2919
17,79,185.8419
17,80,81.6244
17,81,157.1160
17,82,49.4846
17,83,144.1921
17,84,150.1738
17,85,110.8252
17,86,106.5200
17,87,75.1449
17,88,105.0635
17,89,141.0005
17,90,103.0471
17,91,178.0730
17,92,89.6085
17,93,179.1145
17,94,33.4741
17,95,117.6540
17,96,92.5607
17,97,46.7913
17,98,81.2720
17,99,37.2898
18,19,118.3407
18,20,16.7238
18,21,112.6465
18,22,104.7519
18,23,130.2732
18,24,113.4721
18,25,217.1214
18,26,103.8235
18,27,176.8656
18,28,42.5379
18,29,124.3805
18,30,174.9061
18,31,200.8658
18,32,79.2919
18,33,146.0644
18,34,89.3732
18,35,103.4980
18,36,111.1052
18,37,116.0010
18,38,65.2478
18,39,72.2373
18,40,46.3220
18,41,45.4997
18,42,47.7826
18,43,133.1022
18,44,170.6422
18,45,71.3621
18,46,9.8434
18,47,128.1647
18,48,227.8504
18,49,184.5810
18,50,26.6507
18,51,93.9327
18,52,131.1450
18,53,215.6095
18,54,27.0622
18,55,99.4335
18,56,51.7259
18,57,181.3644
18,58,210.3644
18,59,176.9170
18,60,62.8616
18,61,147.4234
18,62,168.8449
18,63,112.0372
18,64,134.5354
18,65,160.6606
18,66,124.6156
18,67,64.9926
18,68,53.8909
18,69,98.8248
18,70,164.9520
18,71,102.5608
18,72,155.9393
18,73,111.0369
18,74,141.1700
18,75,200.5894
18,76,106.3402
18,77,206.2121
18,78,166.0644
18,79,92.7153
18,80,60.9850
18,81,119.9972
18,82,115.9177
18,83,44.3539
18,84,26.8898
18,85,32.9238
18,86,43.6924
18,87,94.8573
18,88,199.5523
18,89,68.9803
18,90,189.7004
18,91,40.0146
18,92,139.9310
18,93,205.6970
18,94,105.7499
18,95,117.4047
18,96,84.2973
18,97,172.8911
18,98,201.1743
18,99,118.9008
19,20,135.0593
19,21,24.3495
19,22,169.5335
19,23,47.3065
19,24,75.9537
19,25,100.1560
19,26,71.0964
19,27,85.8458
19,28,87.0755
19,29,8.3821
19,30,66.0349
19,31,82.6840
19,32,136.0261
19,33,46.3370
19,34,150.9697
19,35,69.4837
19,36,69.8964
19,37,3.5768
19,38,111.9539
19,39,151.5094
19,40,159.8490
19,41,139.2835
19,42,78.8597
19,43,40.1058
19,44,72.0655
19,45,157.9034
19,46,111.7581
19,47,47.2367
19,48,150.3583
19,49,68.7201
19,50,130.0842
19,51,89.4647
19,52,106.3572
19,53,97.8811
19,54,117.1821
19,55,124.3582
19,56,67.6226
19,57,64.0766
19,58,136.2666
19,59,75.4425
19,60,134.7240
19,61,46.1172
19,62,92.7194
19,63,31.4590
19,64,108.3896
19,65,42.3364
19,66,93.7501
19,67,53.5733
19,68,166.0233
19,69,59.7869
19,70,111.4683
19,71,187.4619
19,72,49.2200
19,73,50.2841
19,74,23.3527
19,75,82.8255
19,76,93.5657
19,77,94.4805
19,78,48.4192
19,79,141.5146
19,80,58.1998
19,81,105.7475
19,82,4.3288
19,83,108.2225
19,84,120.4169
19,85,99.8773
19,86,76.6510
19,87,28.8751
19,88,84.1824
19,89,145.9502
19,90,76.4158
19,91,158.1101
19,92,41.5711
19,93,132.5785
19,94,46.9993
19,95,65.4201
19,96,108.2911
19,97,59.6253
19,98,83.3961
19,99,72.5900
20,21,129.1384
20,22,103.0931
20,23,145.8365
20,24,126.7880
20,25,233.7141
20,26,117.4338
20,27,192.3139
20,28,57.2188
20,29,141.0632
20,30,191.2924
20,31,217.5894
20,32,82.1517
20,33,162.0708
20,34,90.7427
20,35,117.7082
20,36,125.3540
20,37,132.7247
20,38,72.7456
20,39,70.0538
20,40,33.4458
20,41,42.9117
20,42,63.2832
20,43,149.0463
20,44,186.5723
20,45,66.9908
20,46,24.7104
20,47,143.6916
20,48,241.7349
20,49,201.2326
20,50,25.6085
20,51,106.1126
20,52,142.7548
20,53,232.2631
20,54,33.6174
20,55,106.9591
20,56,68.2552
20,57,198.0027
20,58,224.1728
20,59,192.9421
20,60,64.4012
20,61,163.6980
20,62,183.4653
20,63,128.3374
20,64,146.1087
20,65,177.3750
20,66,137.1809
20,67,81.7108
20,68,41.2943
20,69,113.7707
20,70,177.9200
20,71,96.8550
20,72,172.3386
20,73,126.2129
20,74,157.8929
20,75,217.3029
20,76,117.7089
20,77,222.6398
20,78,182.7332
20,79,96.5501
20,80,77.5746
20,81,131.1384
20,82,132.6175
20,83,53.7123
20,84,32.5412
20,85,45.4282
20,86,60.1348
20,87,111.4574
20,88,216.1695
20,89,67.9583
20,90,206.2377
20,91,23.6322
20,92,156.1891
20,93,219.4882
20,94,121.1253
20,95,132.0629
20,96,92.9770
20,97,189.3250
20,98,217.8363
20,99,132.6132
21,22,178.6831
21,23,71.0610
21,24,95.4728
21,25,115.0065
21,26,89.0374
21,27,72.0648
21,28,75.5134
21,29,32.1244
21,30,62.4212
21,31,91.9334
21,32,144.6952
21,33,70.4954
21,34,131.5984
21,35,45.7291
21,36,45.6366
21,37,21.0805
21,38,119.9709
21,39,156.9233
21,40,150.0029
21,41,140.8784
21,42,67.7477
21,43,64.3568
21,44,61.3876
21,45,162.1660
21,46,104.6792
21,47,70.7635
21,48,134.1840
21,49,72.8886
21,50,128.8545
21,51,66.9459
21,52,82.0090
21,53,111.4067
21,54,117.1025
21,55,102.2620
21,56,66.5940
21,57,79.7709
21,58,118.8299
21,59,66.6336
21,60,140.3937
21,61,35.8137
21,62,74.0867
21,63,7.1101
21,64,84.0588
21,65,55.9541
21,66,69.4009
21,67,49.3367
21,68,155.4390
21,69,36.6671
21,70,89.1696
21,71,169.8977
21,72,43.4625
21,73,70.6873
21,74,35.4681
21,75,90.4941
21,76,110.6682
21,77,93.6026
21,78,64.3990
21,79,121.0596
21,80,58.0852
21,81,81.5826
21,82,27.1073
21,83,93.9372
21,84,109.3873
21,85,100.7483
21,86,69.0036
21,87,18.4314
21,88,87.3861
21,89,151.4743
21,90,77.1254
21,91,151.0254
21,92,28.7242
21,93,114.7864
21,94,66.2223
21,95,41.1057
21,96,120.2890
21,97,79.5011
21,98,97.2428
21,99,93.2490
22,23,148.4280
22,24,110.2802
22,25,245.6634
22,26,107.6427
22,27,250.7387
22,28,137.6959
22,29,170.7677
22,30,235.5627
22,31,243.0794
22,32,33.9985
22,33,168.2630
22,34,193.2531
22,35,192.0140
22,36,198.7320
22,37,169.3296
22,38,58.7594
22,39,33.0428
22,40,129.5760
22,41,60.2897
22,42,138.2558
22,43,156.9631
22,44,239.4328
22,45,37.6050
22,46,112.9531
22,47,146.3172
22,48,311.1575
22,49,235.7780
22,50,78.8466
22,51,190.4850
22,52,227.3602
22,53,247.4852
22,54,79.4100
22,55,203.0209
22,56,116.9942
22,57,215.9943
22,58,294.7235
22,59,243.8648
22,60,43.3872
22,61,213.1185
22,62,250.0614
22,63,181.9762
22,64,230.7187
22,65,203.9842
22,66,218.2504
22,67,134.2151
22,68,136.3072
22,69,183.7820
22,70,255.1925
22,71,197.8954
22,72,218.2044
22,73,129.4602
22,74,191.0517
22,75,245.3691
22,76,89.0086
22,77,263.2951
22,78,204.4953
22,79,197.4374
22,80,123.0980
22,81,217.8207
22,82,165.4089
22,83,148.0107
22,84,131.4961
22,85,87.1736
22,86,128.0826
22,87,161.4163
22,88,251.0385
22,89,35.7729
22,90,245.0086
22,91,111.2224
22,92,206.7791
22,93,290.3259
22,94,128.7000
22,95,202.1834
22,96,62.7318
22,97,200.7042
22,98,234.9911
22,99,117.6439
23,24,39.5501
23,25,97.7521
23,26,40.7977
23,27,128.1629
23,28,112.4581
23,29,41.3455
23,30,100.8155
23,31,95.9020
23,32,118.1993
23,33,19.8696
23,34,184.9626
23,35,113.9373
23,36,115.5606
23,37,50.1813
23,38,98.1350
23,39,139.1516
23,40,176.1045
23,41,135.5256
23,42,104.7742
23,43,9.9645
23,44,112.7289
23,45,147.4093
23,46,126.8293
23,47,2.2746
23,48,193.0374
23,49,93.3496
23,50,132.6228
23,51,131.1262
23,52,152.5319
23,53,99.1495
23,54,118.9485
23,55,164.2487
23,56,80.6252
23,57,67.8829
23,58,180.2624
23,59,114.1986
23,60,123.2388
23,61,89.1948
23,62,138.2456
23,63,78.0830
23,64,154.7665
23,65,60.3297
23,66,139.9262
23,67,76.0283
23,68,183.3150
23,69,103.5467
23,70,158.6260
23,71,217.0073
23,72,88.7364
23,73,20.8409
23,74,56.1268
23,75,98.9590
23,76,61.0671
23,77,122.2889
23,78,58.1035
23,79,177.8174
23,80,72.8874
23,81,150.6983
23,82,44.0086
23,83,135.6289
23,84,141.4143
23,85,102.2905
23,86,97.8370
23,87,68.1128
23,88,107.4609
23,89,133.7935
23,90,104.4563
23,91,169.3884
23,92,86.4764
23,93,176.9134
23,94,24.9006
23,95,112.0026
23,96,86.1736
23,97,52.2979
23,98,86.5761
23,99,33.1797
24,25,135.4675
24,26,10.1051
24,27,161.5305
24,28,109.1620
24,29,73.1253
24,30,137.5160
24,31,135.4453
24,32,82.1126
24,33,58.8564
24,34,184.3764
24,35,130.6642
24,36,134.3409
24,37,77.5843
24,38,65.6934
24,39,104.9679
24,40,159.5332
24,41,106.6846
24,42,103.0628
24,43,49.0831
24,44,147.0679
24,45,113.9015
24,46,112.9394
24,47,37.7057
24,48,226.2471
24,49,132.1696
24,50,108.3860
24,51,142.6397
24,52,170.8938
24,53,137.5541
24,54,95.4009
24,55,171.5672
24,56,73.1439
24,57,107.2744
24,58,212.2072
24,59,149.5391
24,60,90.3137
24,61,121.7687
24,62,168.3663
24,63,101.6185
24,64,173.6238
24,65,99.1686
24,66,158.7312
24,67,77.6763
24,68,167.2330
24,69,120.0510
24,70,184.4346
24,71,210.5613
24,72,123.3470
24,73,25.7495
24,74,91.6088
24,75,138.4950
24,76,21.6569
24,77,160.9633
24,78,97.5716
24,79,180.1335
24,80,69.2549
24,81,166.3747
24,82,71.7311
24,83,131.6027
24,84,131.1385
24,85,81.3678
24,86,93.2290
24,87,85.2526
24,88,146.6135
24,89,99.9438
24,90,142.8922
24,91,149.2454
24,92,117.5240
24,93,208.4837
24,94,29.3032
24,95,133.1219
24,96,49.7334
24,97,91.0712
24,98,125.5431
24,99,7.4917
25,26,138.3711
25,27,112.1683
25,28,187.1483
25,29,93.1854
25,30,78.3960
25,31,32.7909
25,32,215.9455
25,33,77.9428
25,34,246.1412
25,35,155.7636
25,36,152.2802
25,37,103.0862
25,38,195.5346
25,39,236.6780
25,40,259.8288
25,41,230.9620
25,42,178.9509
25,43,90.3023
25,44,98.3054
25,45,244.7214
25,46,211.2243
25,47,99.9595
25,48,161.5209
25,49,55.8295
25,50,225.3055
25,51,179.0110
25,52,180.4019
25,53,7.6787
25,54,211.7628
25,55,214.0219
25,56,165.4659
25,57,36.0794
25,58,156.9986
25,59,93.3629
25,60,220.5340
25,61,96.4761
25,62,133.2336
25,63,119.8552
25,64,180.8939
25,65,59.1624
25,66,169.6391
25,67,153.2972
25,68,266.1135
25,69,149.2699
25,70,163.7058
25,71,284.8969
25,72,86.9807
25,73,117.9933
25,74,79.8712
25,75,38.4598
25,76,156.9971
25,77,69.5221
25,78,51.7638
25,79,234.8625
25,80,156.1436
25,81,185.4273
25,82,101.8569
25,83,207.7244
25,84,220.5729
25,85,194.3780
25,86,176.6393
25,87,127.8830
25,88,54.3282
25,89,231.2649
25,90,64.0028
25,91,257.1255
25,92,101.4751
25,93,155.9882
25,94,120.4743
25,95,144.3084
25,96,183.8315
25,97,46.0006
25,98,18.0596
25,99,128.2103
26,27,156.9417
26,28,99.1064
26,29,69.2832
26,30,134.6158
26,31,135.9550
26,32,77.6913
26,33,60.6555
26,34,174.3148
26,35,122.3174
26,36,126.2990
26,37,72.3407
26,38,59.1698
26,39,99.4993
26,40,149.9908
26,41,99.1698
26,42,93.0776
26,43,49.4337
26,44,142.9597
26,45,108.1359
26,46,103.0583
26,47,38.6754
26,48,221.3367
26,49,130.9033
26,50,99.7685
26,51,133.5160
26,52,162.5711
26,53,139.9298
26,54,86.5745
26,55,161.9363
26,56,63.0669
26,57,108.4394
26,58,206.8797
26,59,145.8582
26,60,84.1845
26,61,117.2052
26,62,162.6399
26,63,94.8756
26,64,165.3693
26,65,98.1688
26,66,150.5384
26,67,68.0812
26,68,157.6574
26,69,111.7598
26,70,177.4900
26,71,200.4852
26,72,119.5507
26,73,22.7410
26,74,88.6274
26,75,138.6117
26,76,22.5933
26,77,159.4074
26,78,97.5694
26,79,170.1763
26,80,59.3627
26,81,157.6709
26,82,66.7883
26,83,121.5084
26,84,121.1145
26,85,72.0154
26,86,83.1703
26,87,77.5769
26,88,145.7124
26,89,94.2906
26,90,141.1814
26,91,140.1060
26,92,112.5012
26,93,203.0418
26,94,24.2383
26,95,125.5097
26,96,45.4626
26,97,93.0938
26,98,127.3483
26,99,15.1922
27,28,135.1894
27,29,88.5381
27,30,35.2082
27,31,79.4107
27,32,216.7460
27,33,117.4919
27,34,164.2086
27,35,77.5431
27,36,70.3430
27,37,84.7307
27,38,192.0082
27,39,228.2963
27,40,206.3541
27,41,210.5706
27,42,129.1234
27,43,118.7281
27,44,16.3272
27,45,233.0513
27,46,167.7236
27,47,128.8917
27,48,64.9314
27,49,56.9782
27,50,196.7786
27,51,97.6931
27,52,80.3845
27,53,105.1641
27,54,186.1699
27,55,125.8754
27,56,136.8087
27,57,91.6044
27,58,52.6041
27,59,19.0097
27,60,211.9391
27,61,39.7723
27,62,22.1706
27,63,69.0514
27,64,79.4820
27,65,76.3273
27,66,73.8231
27,67,119.0358
27,68,210.1643
27,69,78.9643
27,70,53.0802
27,71,205.7920
27,72,39.6628
27,73,135.7812
27,74,72.1619
27,75,73.9864
27,76,179.3855
27,77,50.3895
27,78,84.8152
27,79,150.3028
27,80,129.0503
27,81,89.8034
27,82,90.1540
27,83,146.3069
27,84,166.3388
27,85,170.7865
27,86,134.2675
27,87,89.5624
27,88,59.3930
27,89,222.9137
27,90,48.3009
27,91,211.7355
27,92,44.7379
27,93,49.7599
27,94,132.8207
27,95,62.1152
27,96,191.9267
27,97,104.4437
27,98,96.4970
27,99,157.6041
28,29,94.4971
28,30,136.2408
28,31,166.9282
28,32,106.9448
28,33,124.0536
28,34,75.2167
28,35,60.9636
28,36,68.5675
28,37,84.0688
28,38,85.7393
28,39,107.5993
28,40,74.5052
28,41,83.5267
28,42,8.2288
28,43,112.2111
28,44,130.0357
28,45,109.0755
28,46,32.9325
28,47,110.7306
28,48,185.3284
28,49,148.3962
28,50,66.2667
28,51,53.3588
28,52,90.7252
28,53,184.5437
28,54,59.6282
28,55,68.3550
28,56,36.0880
28,57,151.0860
28,58,167.8587
28,59,136.5954
28,60,94.3240
28,61,108.2871
28,62,126.3968
28,63,73.4298
28,64,94.1236
28,65,128.5050
28,66,83.0828
28,67,36.6282
28,68,79.9635
28,69,56.5547
28,70,122.8827
28,71,104.5541
28,72,117.4823
28,73,97.1934
28,74,107.9939
28,75,165.8266
28,76,110.3360
28,77,167.6666
28,78,135.3856
28,79,71.6869
28,80,40.7658
28,81,80.4586
28,82,85.7948
28,83,23.2203
28,84,33.9034
28,85,51.0656
28,86,15.9378
28,87,59.6450
28,88,162.7507
28,89,103.2064
28,90,152.0906
28,91,76.9472
28,92,100.7637
28,93,163.1960
28,94,91.0624
28,95,74.9540
28,96,99.0027
28,97,145.8245
28,98,170.0926
28,99,112.3281
29,30,65.6629
29,31,77.5527
29,32,137.6211
29,33,38.3743
29,34,159.2536
29,35,77.6064
29,36,77.7607
29,37,11.9550
29,38,113.9838
29,39,154.1661
29,40,166.6436
29,41,143.2341
29,42,86.2688
29,43,33.2866
29,44,73.9441
29,45,160.9114
29,46,118.1534
29,47,41.5859
29,48,153.4032
29,49,65.5731
29,50,134.9089
29,51,97.8020
29,52,113.9563
29,53,91.2910
29,54,121.7748
29,55,132.7294
29,56,73.1035
29,57,57.1747
29,58,139.8930
29,59,76.5948
29,60,137.3949
29,61,48.8817
29,62,97.1424
29,63,39.1877
29,64,115.8984
29,65,36.7038
29,66,101.3741
29,67,60.1170
29,68,172.9555
29,69,68.0288
29,70,117.4054
29,71,195.5399
29,72,50.3104
29,73,47.4107
29,74,20.2862
29,75,78.2069
29,76,91.8764
29,77,92.5371
29,78,41.7108
29,79,149.8701
29,80,63.6747
29,81,113.6978
29,82,8.7135
29,83,115.9689
29,84,127.5736
29,85,104.3584
29,86,83.4639
29,87,37.0636
29,88,81.0287
29,89,148.6005
29,90,74.2687
29,91,164.2978
29,92,45.4146
29,93,136.3706
29,94,45.0605
29,95,72.9388
29,96,108.8074
29,97,51.6288
29,98,76.8293
29,99,69.0670
30,31,46.1860
30,32,201.9977
30,33,87.2029
30,34,179.9492
30,35,88.1083
30,36,82.6006
30,37,66.3175
30,38,177.7790
30,39,216.7284
30,40,210.4354
30,41,202.4825
30,42,128.9233
30,43,90.9297
30,44,20.0207
30,45,222.6608
30,46,166.7010
30,47,101.9515
30,48,95.5023
30,49,22.5667
30,50,191.1199
30,51,111.1827
30,52,104.5660
30,53,71.8096
30,54,179.1064
30,55,144.0021
30,56,128.4757
30,57,56.4835
30,58,85.9158
30,59,16.4221
30,60,199.9846
30,61,28.0329
30,62,55.0716
30,63,63.0193
30,64,104.5908
30,65,43.5246
30,66,95.0461
30,67,111.5982
30,68,215.3270
30,69,85.1169
30,70,85.3214
30,71,220.8577
30,72,18.9734
30,73,112.2236
30,74,46.0010
30,75,41.4687
30,76,157.1689
30,77,31.4301
30,78,50.9896
30,79,167.0802
30,80,119.5771
30,81,111.3677
30,82,70.1949
30,83,152.0046
30,84,169.6407
30,85,162.4036
30,86,131.2145
30,87,80.6869
30,88,30.1530
30,89,211.1939
30,90,17.8359
30,91,212.7588
30,92,35.5184
30,93,83.6945
30,94,110.5167
30,95,73.8625
30,96,174.1783
30,97,70.1251
30,98,61.9241
30,99,132.5540
31,32,211.3140
31,33,76.9364
31,34,220.2255
31,35,128.5048
31,36,124.1927
31,37,84.8790
31,38,188.9335
31,39,229.8649
31,40,241.0882
31,41,220.5353
31,42,158.9305
31,43,86.6167
31,44,65.8681
31,45,237.1382
31,46,193.9465
31,47,97.8050
31,48,130.2868
31,49,23.8644
31,50,212.4495
31,51,151.9489
31,52,149.8590
31,53,25.7820
31,54,199.3261
31,55,186.2789
31,56,150.2866
31,57,28.9581
31,58,124.8023
31,59,60.6791
31,60,213.2312
31,61,67.3319
31,62,100.6366
31,63,95.5519
31,64,150.1124
31,65,40.9006
31,66,139.6512
31,67,135.8980
31,68,246.8424
31,69,123.2338
31,70,131.2698
31,71,260.0932
31,72,57.2820
31,73,113.6691
31,74,59.7013
31,75,6.0511
31,76,156.9545
31,77,38.8706
31,78,38.6092
31,79,208.1998
31,80,140.8550
31,81,155.7506
31,82,85.5050
31,83,185.8684
31,84,200.8127
31,85,181.9035
31,86,158.3889
31,87,107.4132
31,88,22.2781
31,89,224.3246
31,90,31.2126
31,91,240.4467
31,92,73.3096
31,93,123.6058
31,94,114.4919
31,95,115.8235
31,96,180.3542
31,97,46.8067
31,98,19.2758
31,99,128.8707
32,33,138.0435
32,34,168.5953
32,35,158.9568
32,36,165.5127
32,37,135.6961
32,38,24.7652
32,39,24.8051
32,40,113.1161
32,41,41.6903
32,42,106.5929
32,43,126.1215
32,44,205.5185
32,45,34.3667
32,46,86.0427
32,47,116.0034
32,48,277.2474
32,49,202.9501
32,50,56.5442
32,51,158.7918
32,52,195.2148
32,53,217.2459
32,54,52.3090
32,55,174.0465
32,56,83.5406
32,57,184.9016
32,58,260.8773
32,59,210.0219
32,60,18.1274
32,61,179.2275
32,62,216.1632
32,63,147.9809
32,64,198.5410
32,65,171.6199
32,66,185.6757
32,67,100.5200
32,68,120.6165
32,69,150.4426
32,70,221.9164
32,71,179.0061
32,72,184.4678
32,73,98.3360
32,74,157.8975
32,75,213.3125
32,76,62.4135
32,77,230.1311
32,78,172.7146
32,79,171.0383
32,80,89.2946
32,81,186.1453
32,82,131.9566
32,83,119.9247
32,84,106.0090
32,85,55.8798
32,86,95.9825
32,87,127.4229
32,88,218.3020
32,89,21.2295
32,90,211.8831
32,91,96.4119
32,92,172.8390
32,93,256.4998
32,94,96.8784
32,95,168.6751
32,96,32.4087
32,97,170.3693
32,98,204.2897
32,99,89.6040
33,34,193.8146
33,35,115.8126
33,36,116.1317
33,37,49.8245
33,38,117.7082
33,39,158.8038
33,40,191.2277
33,41,154.3084
33,42,116.0293
33,43,13.1271
33,44,101.4511
33,45,166.9570
33,46,141.7832
33,47,22.0429
33,48,181.6844
33,49,76.7638
33,50,150.4048
33,51,135.3080
33,52,152.2609
33,53,79.2806
33,54,136.7227
33,55,169.7594
33,56,95.0595
33,57,48.4627
33,58,170.0818
33,59,101.8555
33,60,142.7701
33,61,80.4342
33,62,130.1685
33,63,77.5619
33,64,154.1455
33,65,44.4263
33,66,139.6968
33,67,87.4935
33,68,198.2049
33,69,106.0118
33,70,153.3878
33,71,227.9683
33,72,77.8921
33,73,40.1436
33,74,46.2120
33,75,80.3712
33,76,80.4980
33,77,105.6769
33,78,40.2848
33,79,185.4728
33,80,86.5241
33,81,152.0495
33,82,44.5471
33,83,146.8500
33,84,154.8649
33,85,119.7098
33,86,110.4787
33,87,72.7072
33,88,90.0694
33,89,153.4156
33,90,88.3967
33,91,185.7009
33,92,79.2964
33,93,167.0740
33,94,43.1669
33,95,111.2294
33,96,106.0429
33,97,32.4421
33,98,66.7992
33,99,52.0537
34,35,92.0591
34,36,97.3594
34,37,147.4759
34,38,152.4188
34,39,160.2839
34,40,74.8884
34,41,133.0143
34,42,81.6823
34,43,183.1644
34,44,166.4887
34,45,157.7176
34,46,82.8297
34,47,183.4532
34,48,192.0767
34,49,198.0464
34,50,114.4298
34,51,68.7767
34,52,88.1591
34,53,241.9970
34,54,116.2864
34,55,39.1419
34,56,111.2591
34,57,211.3256
34,58,175.1757
34,59,173.7126
34,60,152.1869
34,61,153.6600
34,62,146.6782
34,63,126.3391
34,64,90.4973
34,65,187.4331
34,66,91.0293
34,67,109.5486
34,68,72.7747
34,69,97.0914
34,70,126.9533
34,71,41.5884
34,72,163.8947
34,73,171.4619
34,74,167.0655
34,75,217.5049
34,76,184.5902
34,77,209.1301
34,78,195.9971
34,79,14.5215
34,80,115.6735
34,81,76.3855
34,82,151.1342
34,83,53.2500
34,84,62.5873
34,85,116.8561
34,86,91.1474
34,87,122.2295
34,88,209.7980
34,89,157.6219
34,90,197.6832
34,91,91.6917
34,92,147.1188
34,93,170.7379
34,94,165.2702
34,95,106.1222
34,96,169.2612
34,97,210.2600
34,98,228.1808
34,99,187.4860
35,36,7.6486
35,37,65.9882
35,38,134.9964
35,39,164.6181
35,40,129.0484
35,41,142.7333
35,42,56.7117
35,43,108.5003
35,44,76.2481
35,45,167.4546
35,46,93.8371
35,47,113.2338
35,48,124.3732
35,49,106.0339
35,50,126.5158
35,51,23.4452
35,52,40.2541
35,53,151.0981
35,54,118.1531
35,55,58.2768
35,56,75.6115
35,57,122.2662
35,58,106.9294
35,59,83.3934
35,60,149.6570
35,61,61.6133
35,62,65.9287
35,63,38.9658
35,64,43.0779
35,65,98.4401
35,66,28.3930
35,67,59.9253
35,68,132.6725
35,69,10.6530
35,70,63.3628
35,71,132.7612
35,72,71.8477
35,73,108.7311
35,74,79.2722
35,75,125.5783
35,76,141.2108
35,77,118.0314
35,78,107.6939
35,79,79.7082
35,80,71.4593
35,81,36.7683
35,82,71.4541
35,83,68.9612
35,84,89.5884
35,85,105.6768
35,86,64.9946
35,87,46.4369
35,88,117.7951
35,89,159.7096
35,90,105.7488
35,91,135.5174
35,92,55.2117
35,93,102.2762
35,94,103.1701
35,95,15.4495
35,96,141.9319
35,97,124.3461
35,98,137.7053
35,99,130.3031
36,37,66.5080
36,38,141.3910
36,39,171.6775
36,40,136.5099
36,41,150.0622
36,42,64.1753
36,43,109.5742
36,44,69.7950
36,45,174.6619
36,46,101.4579
36,47,114.9995
36,48,116.7988
36,49,101.3211
36,50,133.9820
36,51,28.6478
36,52,37.0828
36,53,147.3483
36,54,125.4500
36,55,62.0864
36,56,82.0161
36,57,119.5124
36,58,99.3818
36,59,76.9874
36,60,156.5717
36,61,56.9228
36,62,58.2969
36,63,38.5881
36,64,39.5396
36,65,95.8916
36,66,24.5793
36,67,65.8219
36,68,140.0367
36,69,15.3103
36,70,56.4649
36,71,138.4184
36,72,67.1034
36,73,111.6742
36,74,77.4509
36,75,121.0057
36,76,145.7597
36,77,111.9990
36,78,105.3429
36,79,84.5387
36,80,77.3704
36,81,36.0061
36,82,72.2700
36,83,76.4390
36,84,97.1759
36,85,112.6941
36,86,72.2023
36,87,49.2873
36,88,112.5321
36,89,166.7222
36,90,100.3629
36,91,143.1333
36,92,50.9994
36,93,94.7366
36,94,106.3043
36,95,8.7875
36,96,147.6839
36,97,122.6567
36,98,134.2316
36,99,133.5951
37,38,111.4662
37,39,150.6972
37,40,157.1224
37,41,137.9015
37,42,75.8664
37,43,43.2771
37,44,71.3508
37,45,156.9300
37,46,109.2510
37,47,50.0091
37,48,148.9961
37,49,70.1459
37,50,128.3087
37,51,85.8930
37,52,103.0667
37,53,100.6542
37,54,115.5277
37,55,120.7813
37,56,65.6365
37,57,67.0179
37,58,134.6661
37,59,75.0309
37,60,133.9219
37,61,45.1642
37,62,90.8277
37,63,28.1842
37,64,105.1361
37,65,44.8683
37,66,90.4535
37,67,51.0882
37,68,163.2278
37,69,56.2470
37,70,108.8887
37,71,184.0840
37,72,48.9845
37,73,52.0487
37,74,25.2416
37,75,84.8109
37,76,94.6940
37,77,95.3304
37,78,51.3226
37,79,137.9726
37,80,56.2498
37,81,102.3137
37,82,6.2291
37,83,105.0333
37,84,117.5267
37,85,98.2990
37,86,73.9725
37,87,25.4802
37,88,85.5622
37,89,145.1459
37,90,77.4010
37,91,155.6758
37,92,40.1632
37,93,130.9099
37,94,48.4304
37,95,62.1862
37,96,108.4673
37,97,63.0103
37,98,86.1746
37,99,74.5001
38,39,41.1795
38,40,105.8945
38,41,41.9883
38,42,84.3680
38,43,105.2413
38,44,180.8953
38,45,49.2752
38,46,69.9002
38,47,95.8790
38,48,252.5187
38,49,179.5131
38,50,48.9222
38,51,136.1341
38,52,172.0139
38,53,196.3312
38,54,39.3081
38,55,153.8573
38,56,59.3924
38,57,163.2936
38,58,236.1913
38,59,185.4851
38,60,25.1256
38,61,154.6400
38,62,191.4452
38,63,123.2170
38,64,175.3034
38,65,148.7477
38,66,162.1079
38,67,76.0319
38,68,113.7127
38,69,126.2307
38,70,197.6903
38,71,167.7031
38,72,160.0660
38,73,77.5701
38,74,134.1965
38,75,190.6370
38,76,49.7372
38,77,206.3127
38,78,150.4552
38,79,153.2489
38,80,64.7050
38,81,163.3963
38,82,107.9620
38,83,101.3218
38,84,90.5010
38,85,35.8424
38,86,73.3878
38,87,102.6581
